2.322385864257812500e+02,-2.594584274291992188e+01,2.927065124511718750e+02,4.466050720214843750e+02,2.339339554309844971e-01,6.793273315429687500e+02
-2.600269775390625000e+03,2.373161926269531250e+02,2.226823883056640625e+02,-5.956622314453125000e+02,5.821536254882812500e+02,-1.112394943237304688e+02
6.634105224609375000e+02,-1.448806640625000000e+03,-8.295221710205078125e+01,-1.208921508789062500e+03,-5.012773437500000000e+02,-4.987729263305664062e+01
8.299011230468750000e+02,-1.256165283203125000e+03,1.271764770507812500e+03,-2.691174011230468750e+02,7.128751220703125000e+02,-4.758264465332031250e+02
-5.220346069335937500e+02,5.738602905273437500e+02,4.765393676757812500e+02,6.072728271484375000e+02,-1.324817199707031250e+02,-1.976118164062500000e+02
3.349397888183593750e+02,-1.048109741210937500e+03,-9.083812255859375000e+02,5.853289184570312500e+02,4.151271362304687500e+02,2.028729248046875000e+02
-1.633394653320312500e+03,-9.762114868164062500e+02,7.307514038085937500e+02,-3.855739746093750000e+02,-1.271504638671875000e+03,-7.132296142578125000e+02
-6.793405761718750000e+02,-1.582683105468750000e+02,4.935583496093750000e+02,2.753070068359375000e+02,1.372732448577880859e+01,1.476558471679687500e+03
8.838314819335937500e+02,-1.015118713378906250e+02,6.446480560302734375e+01,8.482239379882812500e+02,-3.064182739257812500e+02,-3.606182556152343750e+02
-2.366172607421875000e+03,-6.159611206054687500e+02,-7.445143432617187500e+02,-1.033168823242187500e+03,9.768927612304687500e+02,-1.828627319335937500e+02
2.817015380859375000e+03,-5.806945800781250000e+02,-1.379654541015625000e+03,-6.825615234375000000e+02,-2.416964263916015625e+02,1.951286926269531250e+02
6.910618286132812500e+02,1.766878173828125000e+03,-1.552444335937500000e+03,-1.562759704589843750e+02,1.193285522460937500e+02,-2.333712463378906250e+02
-1.024026489257812500e+03,-9.660126953125000000e+02,-3.996454162597656250e+02,1.360961059570312500e+03,4.668056030273437500e+02,1.933157043457031250e+02
-1.811747680664062500e+03,5.805370483398437500e+02,-9.231185913085937500e+02,5.275545043945312500e+02,-5.311478271484375000e+02,3.988691406250000000e+02
8.441830444335937500e+02,5.816469726562500000e+02,2.090276611328125000e+03,3.275117187500000000e+02,5.547532653808593750e+01,3.496259460449218750e+02
-8.287656250000000000e+02,4.714349975585937500e+02,-4.635452651977539062e+01,5.190803833007812500e+02,3.816564941406250000e+01,1.894733886718750000e+02
1.992594482421875000e+03,1.071439819335937500e+03,-1.793947906494140625e+02,4.609017028808593750e+02,3.410392761230468750e+02,-6.782032470703125000e+02
-2.281841796875000000e+03,2.064637298583984375e+02,1.005272216796875000e+02,-1.557461166381835938e+01,7.201224365234375000e+02,-3.518785400390625000e+02
8.556995849609375000e+02,1.932850830078125000e+03,-1.088788208007812500e+03,-7.789771118164062500e+02,-9.602452392578125000e+02,6.026400756835937500e+02
2.059997802734375000e+03,6.216161499023437500e+02,1.174721435546875000e+03,1.879868316650390625e+02,-3.051818847656250000e+01,5.820272827148437500e+02
-7.476857910156250000e+02,1.027432373046875000e+03,-8.696288299560546875e+01,-6.545427246093750000e+02,-7.265435180664062500e+02,-1.439738616943359375e+02
1.421208496093750000e+03,2.949226570129394531e+01,4.870230102539062500e+02,-7.217297363281250000e+02,1.233081542968750000e+03,4.197365112304687500e+02
2.141631164550781250e+02,-4.216902465820312500e+02,-2.380665893554687500e+02,1.213112915039062500e+03,2.199796752929687500e+02,-2.667377929687500000e+02
-2.011860961914062500e+03,1.474574584960937500e+02,-9.108925781250000000e+02,9.833856201171875000e+02,-4.888654785156250000e+02,-1.371315765380859375e+02
-3.411053466796875000e+02,1.904597900390625000e+03,5.201585083007812500e+02,-7.843485717773437500e+02,5.504424438476562500e+02,8.485021972656250000e+02
-1.275949096679687500e+03,1.445679443359375000e+03,2.585054626464843750e+02,-1.114123077392578125e+02,5.714790649414062500e+02,2.633560485839843750e+02
6.284313964843750000e+02,-1.502102661132812500e+03,-1.910262145996093750e+02,-1.786729125976562500e+02,1.995076599121093750e+02,-1.732321777343750000e+02
-1.143332519531250000e+02,-1.230216445922851562e+02,2.164961181640625000e+03,-1.000816879272460938e+02,-1.266932861328125000e+03,-8.692567749023437500e+02
1.657856811523437500e+03,9.044916381835937500e+02,-1.447151855468750000e+03,1.405697265625000000e+03,2.485202484130859375e+02,-9.149341430664062500e+02
-2.491332275390625000e+03,2.152883300781250000e+02,2.004588470458984375e+02,5.374613037109375000e+02,1.273514404296875000e+03,-2.334687805175781250e+02
1.879778564453125000e+03,-1.091254394531250000e+03,3.736455993652343750e+02,3.786904907226562500e+02,3.474449157714843750e+02,6.553095092773437500e+02
-6.574595947265625000e+02,-5.242841186523437500e+02,-1.800318298339843750e+02,-4.584251098632812500e+02,-3.838257980346679688e+01,4.452738647460937500e+02
-9.005136108398437500e+01,7.910098266601562500e+01,3.339042663574218750e+02,1.534365844726562500e+03,-1.096044067382812500e+03,3.281556701660156250e+02
3.802259521484375000e+03,1.265572143554687500e+03,-1.112181396484375000e+03,-3.313496704101562500e+02,-2.955402832031250000e+02,-5.585946655273437500e+02
1.526435546875000000e+02,1.033592407226562500e+03,-5.369213256835937500e+02,1.771453399658203125e+02,-3.869340896606445312e+01,-5.166132202148437500e+02
6.852653198242187500e+02,-4.165470886230468750e+02,6.123206176757812500e+02,7.998475952148437500e+02,-3.925150146484375000e+02,2.748372802734375000e+02
-8.080235595703125000e+02,7.888231658935546875e+01,2.227152557373046875e+02,4.939368591308593750e+02,1.468495025634765625e+02,2.739253044128417969e+01
-1.859069213867187500e+03,-1.230704101562500000e+03,-1.912560668945312500e+03,-7.872889404296875000e+02,-9.116766357421875000e+02,5.744710083007812500e+02
1.703926147460937500e+03,-8.009081420898437500e+02,-5.328579711914062500e+02,1.267264251708984375e+02,1.140581542968750000e+03,5.120045089721679688e+01
-1.200511474609375000e+03,-3.651494445800781250e+02,-2.048214569091796875e+02,3.578052368164062500e+02,-8.506058349609375000e+02,-2.802235107421875000e+02
1.445882324218750000e+03,7.316498565673828125e+01,3.633405761718750000e+02,-1.099467163085937500e+03,1.983485794067382812e+01,-3.769950866699218750e+02
-9.937027587890625000e+02,-1.693771972656250000e+03,1.169175338745117188e+02,-5.359050292968750000e+02,-1.078004760742187500e+03,7.333554077148437500e+01
8.880567016601562500e+02,3.874993286132812500e+02,8.209336547851562500e+02,-2.124384460449218750e+02,-1.154092285156250000e+03,-1.477562255859375000e+02
5.048907775878906250e+02,-2.399511962890625000e+03,3.052703857421875000e+02,1.073941879272460938e+02,9.405521240234375000e+02,-1.087842254638671875e+02
-5.645269165039062500e+02,-1.124440917968750000e+03,-1.264048538208007812e+02,-4.668592224121093750e+02,-1.000936889648437500e+02,-3.909849405288696289e+00
1.293066406250000000e+03,-6.189910888671875000e+02,-5.885386962890625000e+02,-3.651426086425781250e+02,-2.976564331054687500e+02,8.517947998046875000e+02
-2.020025512695312500e+03,1.894480743408203125e+02,-3.640528869628906250e+02,-1.066069458007812500e+03,4.487144470214843750e+02,-8.867773437500000000e+02
1.768800048828125000e+03,-1.348747558593750000e+03,1.240370712280273438e+02,-3.242339782714843750e+02,4.708865966796875000e+02,-4.346065673828125000e+02
-1.707118072509765625e+02,3.116370605468750000e+03,9.265606689453125000e+02,-6.781165771484375000e+02,4.192994384765625000e+02,1.376151371002197266e+01
-1.806452270507812500e+03,1.118037963867187500e+03,1.924558563232421875e+02,2.024392852783203125e+02,1.755595703125000000e+02,-1.972640419006347656e+01
6.492391967773437500e+02,-2.213793792724609375e+02,7.965048828125000000e+02,-4.628249816894531250e+02,-1.372649993896484375e+02,-2.695285949707031250e+02
